video_name,character,view,compression,qp,clarity,interaction,depth,overall,mos,mos_ref,dmos_100,vmaf,ssim,psnr
longdress_front_GC_qp15.mp4,longdress,front,GC,15,5,5,5,5,5,5,0,97.543979,0.993207,47.63505
longdress_right_TC_qp45.mp4,longdress,right,TC,45,3,2,2,2,2.25,3.5,31.25,84.125454,0.989923,44.088077
longdress_left_TC_qp35.mp4,longdress,left,TC,35,4,2,2,2,2.5,4.5,50,88.102513,0.9917,45.382532
longdress_back_TC_qp25.mp4,longdress,back,TC,25,3,2,4,2,2.75,5,56.25,95.830542,0.995643,49.091221
longdress_front_TC_qp15.mp4,longdress,front,TC,15,4,4,4,4,4,5,25,98.23115,0.999029,56.092343
longdress_right_GC_qp45.mp4,longdress,right,GC,45,2,3,2,3,2.5,3.5,25,75.662272,0.982115,41.652795
longdress_left_GC_qp35.mp4,longdress,left,GC,35,3,4,3,3,3.25,4.5,31.25,82.120755,0.983403,42.735694
longdress_back_GC_qp25.mp4,longdress,back,GC,25,3,3,2,3,2.75,5,56.25,92.583676,0.988117,45.052842
longdress_front_GC_qp15.mp4,longdress,front,GC,15,3,3,2,2,2.5,5,62.5,97.543979,0.993207,47.63505
longdress_right_GTC_qp45.mp4,longdress,right,GTC,45,1,1,1,1,1,3.5,62.5,84.125454,0.989923,44.088077
longdress_left_GTC_qp35.mp4,longdress,left,GTC,35,2,2,2,1,1.75,4.5,68.75,88.102513,0.9917,45.382532
longdress_back_GTC_qp25.mp4,longdress,back,GTC,25,2,2,3,3,2.5,5,62.5,95.830542,0.995643,49.091221
longdress_front_GTC_qp15.mp4,longdress,front,GTC,15,3,2,3,3,2.75,5,56.25,98.23115,0.999029,56.092343
longdress_right_GTC_qp45.mp4,longdress,right,GTC,45,1,1,1,1,1,3.5,62.5,84.125454,0.989923,44.088077
